kegg	mnx_id	bigg	seed	metacyc	description	ambiguous
C17915	MNXM64893		cpd17904	CPD-21400	Nootkatol	
C17916	MNXM47496		cpd17905		Coixinden A	
C17917	MNXM47497		cpd17906		Coixinden B	
C17918	MNXM81589		cpd17907		Scabraside	
C17919	MNXM80979		cpd17908		Rindoside	
C17920	MNXM50737		cpd17909		Dihydroabietic acid	
C17921	MNXM81653		cpd17910		Scopoloside I	
C17922	MNXM81654		cpd17911		Scopoloside II	
C17925	MNXM60018		cpd08572|cpd30752		Nordephrine||alpha-Methylnoradrenaline||alpha-Methylnorepinephrine	kegg(2),seed(2)
C17926	MNXM35438		cpd17912		2-Pyridinemethanamine	
C17928	MNXM35292		cpd17914	CPD-10831	2-Methylhistamine	
C17929	MNXM37633		cpd17915	CPD-10830	4-Methylhistamine	
C17930	MNXM50914		cpd17916		Dimaprit	
C17931	MNXM105706		cpd17917		Imetit	
C17932	MNXM57254		cpd17918		Immepip	
C17934	MNXM103920		cpd17920		Clobenpropit	
C17935	MNXM11234		cpd17921	CPD-15154	Cysteinyldopa||5-S-Cysteinyl-DOPA	
C17936	MNXM20404		cpd17922		Phaeomelanin	
C17937	MNXM722980		cpd17923		Eumelanin	
C17938	MNXM6292	56iqcrbxlt|CE1562	cpd17924	CPD-12374	5,6-Indolequinone-2-carboxylic acid	bigg(2)
C17939	MNXM33053		cpd17925		10-Hydroxycamptothecin	
C17940	MNXM732535		cpd17926		Rhizocticin B	
C17942	MNXM17830		cpd17928	CPD-15961	FR 900098||(3-(Acetylhydroxyamino)propyl)phosphonic acid	
C17943	MNXM7671		cpd17929	CPD-11736	Formylphosphonate||Formylphosphonic acid||Phosphonoformaldehyde	
C17944	MNXM21569		cpd17930	CPD-16791	Rhizocticin A	
C17945	MNXM6220		cpd17931	CPD-11737	Phosphonoformyl-CMP||CMP-5'-phosphonoformate	
C17946	MNXM5657		cpd17932	CPD-11740	Carboxyphosphonopyruvate	
C17947	MNXM6384		cpd17933	CPD-11742	2-Phosphinomethylmalate||2-(Hydrohydroxyphosphorylmethyl)malate||2-Phosphinomethylmalic acid	
C17948	MNXM7259		cpd17934	CPD-11743	Deamino-alpha-keto-demethylphosphinothricin||2-Oxo-4-phosphinobutanoate||4-(Hydroxyphosphinyl)-2-oxobutyric acid||4-Hydrohydroxyphosphoryl-2-oxobutanoate	
C17949	MNXM4699		cpd17935	CPD-11746	N-Acetyldemethylphosphinothricin||N-Adpt	
C17950	MNXM5835		cpd17936|cpd23075	CPD-11747	N-Acetyldemethylphosphinothricin tripeptide	seed(2)
C17951	MNXM5233		cpd17937|cpd23076	CPD-11748	N-Acetylbialaphos||N-Acetylphosphinothricin tripeptide	seed(2)
C17952	MNXM2844		cpd17938	CPD-9999	N-Acetylphosphinothricin||L-N-Acetylphosphinothricin||N-Acetyl-L-glufosinate||N-Acetylphinothricin	
C17953	MNXM733102		cpd17939	CPD-9960	(5S)-Albaflavenol	
C17954	MNXM732082		cpd17940	CPD-9962	Albaflavenone	
C17955	MNXM733100		cpd17941	CPD-9961	(5R)-Albaflavenol	
C17956	MNXM55655		cpd19359		Grandifloric acid	
C17957	MNXM57721		cpd17942		Irigenin	
C17958	MNXM57726		cpd17943		Irisflorentin	
C17959	MNXM7059		cpd17944	CPD-23728	alpha-L-Rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol	
C17960	MNXM732537		cpd17945		Rhizocticin C	
C17961	MNXM732539		cpd17946		Rhizocticin D	
C17962	MNXM6234		cpd17947	CPD-10011	Demethylphosphinothricin||(2S)-2-Amino-4-(hydroxyphosphinyl)butanoic acid	
C17963	MNXM47498		cpd17948		Colchicoside	
C17964	MNXM76592		cpd17949		Pilocarpidine	
C17966	MNXM5298		cpd17951	CPD-13877	Shionone||Shionon	
C17967	MNXM44508		cpd17952		Bluensidine	
C17968	MNXM58965		cpd17953	CPD-26641	Kasugamycin	
C17969	MNXM62195		cpd17954		Minosaminomycin	
C17970	MNXM82531		cpd17955		Spenolimycin	
C17971	MNXM53823		cpd17956		Fortimicin FU-10	
C17972	MNXM53820		cpd17957		Fortimicin AO	
C17973	MNXM53826		cpd17958	CPD-14219	Fortimicin KL1	
C17974	MNXM53825		cpd17959		Fortimicin KK1	
C17975	MNXM53821		cpd17960		Fortimicin AP	
C17976	MNXM53824		cpd17961		Fortimicin KH	
C17977	MNXM53827		cpd17962		Fortimicin KR	
C17978	MNXM32771		cpd17963		1-epi-Fortimicin B	
C17979	MNXM53774		cpd17964		Formimidoyl-fortimicin A||Dactimicin||SF-2052	
C17980	MNXM32772		cpd17965		1-Epidactimicin	
C17981	MNXM58468		cpd17966		Istamycin FU-10	
C17982	MNXM58459		cpd17967		Istamycin AO	
C17983	MNXM58469		cpd17968		Istamycin KL1	
C17984	MNXM58460		cpd17969		Istamycin AP	
C17985	MNXM58471		cpd17970		Istamycin Y0	
C17986	MNXM58470		cpd17971		Istamycin X0||Sannamycin G	
C17987	MNXM58456		cpd17972		Istamycin A1	
C17988	MNXM58457		cpd17973		Istamycin A2	
C17989	MNXM58458		cpd17974		Istamycin A3	
C17990	MNXM58462		cpd17975		Istamycin B0	
C17991	MNXM58461		cpd17976		Istamycin B	
C17992	MNXM58463		cpd17977		Istamycin B1	
C17993	MNXM58464		cpd17978		Istamycin B3	
C17994	MNXM58466		cpd17979		Istamycin C0	
C17995	MNXM58465		cpd17980		Istamycin C	
C17996	MNXM58467		cpd17981		Istamycin C1	
C17997	MNXM66117		cpd17982		Oxyapramycin	
C17998	MNXM81358		cpd17983		Saccharocin||4''-Deamino-4''-hydroxyapramycin||KA-5685	
C17999	MNXM38913		cpd17984	CPD-14153	6-O-Glc-paromamine	
C18000	MNXM64296		cpd17985	CPD-14159	Nebramycin factor 4||6''-O-Carbamoylkanamycin B	
C18001	MNXM64297		cpd19360	CPD-14158	Nebramycin 5'||6''-O-Carbamoyltobramycin||Nebramycin factor 5'	
C18002	MNXM38296		cpd17986	CPD-14185	5-Ribosylparomamine||Ribosylparomamine	
C18003	MNXM60278		cpd17987	CPD-14176	Lividomycin B||3'-Deoxyparomomycin I	
C18004	MNXM10268		cpd17988	CPD-14178	5''-Phosphoribostamycin	
C18005	MNXM11634		cpd17989	CPD-14191	gamma-L-Glutamyl-butirosin B	
C18006	MNXM727093			L-Glutamyl-BtrI-Acyl-Carrier-Prtoeins	gamma-L-Glutamyl-[acp]||gamma-L-Glutamyl-ACP||gamma-L-Glutamyl-[acyl carrier protein]	
C18008	MNXM727090			4-gamma-glutamylamino-butanoyl-BtrI	4-(gamma-L-Glutamylamino)butanoyl-[acp]||gamma-L-Glutamyl-4-aminobutyryl-ACP||gamma-L-Glutamyl-4-aminobutyryl-[acp]||gamma-L-Glutamyl-4-aminobutyryl-[acyl carrier protein]	
C18009	MNXM727087			2-H-4-G-glutamylamino-butanoyl-BtrI	4-(gamma-L-Glutamylamino)-(2S)-2-hydroxybutanoyl-[acp]||gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-ACP||gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acp]||gamma-L-Glutamyl-4-amino-2-hydroxybutyryl-[acyl carrier protein]	
C18010	MNXM49002		cpd19361		Deltorphin A||Dermenkephalin	
C18011	MNXM4192		cpd17994		7-Hydroxy-6-methylhepta-3,5-dienal	
C18012	MNXM1372540			CPD-10679	Flaviolin||2,5,7-Trihydroxy-1,4-naphthalenedione||4,5,7-Trihydroxynaphthalene-1,2-dione	
C18013	MNXM4979		cpd17996	CPD-10680	3,3'-Biflaviolin||3,3',6,6',8,8'-Hexahydroxy-2,2'-binaphthalene-1,1',4,4'-tetraone	
C18014	MNXM1369807			CPD-10681	3,8'-Biflaviolin||2,3',4,6',7,8'-Hexahydroxy-1,2'-binaphthalene-1',4',5,8-tetraone	
C18015	MNXM733051		cpd17998|cpd28882	CPD-7092	Momilactone A	seed(2)
C18016	MNXM1368802		cpd17999		3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide	
C18017	MNXM1108230		cpd18000|cpd26966	Dihydrocarveols	1,6-Dihydrocarveol||6-Methyl-3-isopropenylcyclohexanol||8-p-Menthen-2-ol||Menth-8-en-2-ol	seed(2)
C18018	MNXM1105055		cpd18001|cpd26967|cpd27315	Dihydrocarvones|Iso-dihydrocarvones	Dihydrocarvone||2-Methyl-5-(1-methylethenyl)cyclohexanone||Menth-8-en-2-one||p-Menth-8-en-2-one	seed(3),metacyc(2)
C18019	MNXM3782		cpd18002|cpd21779	1-Hydroxy-2-oxolimonenes	1-Hydroxy-p-menth-8-en-2-one||1-Hydroxymenth-8-en-2-one||2-Hydroxy-2-methyl-5-(1-methylethenyl)cyclohexanone	seed(2)
C18020	MNXM732005		cpd18003|cpd27405	Limonene-1-2-diols	p-Menth-8-ene-1,2-diol||1-Methyl-4-(1-methylethenyl)-1,2-cyclohexanediol||Menth-8-ene-1,2-diol	seed(2)
C18021	MNXM1364548				Pheophorbide a	
C18022	MNXM736915				Red chlorophyll catabolite	
C18023	MNXM732931		cpd18006	CPD-9440	Sophoraflavanone B||(-)-(2S)-5,7-Dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one||(-)-(2S)-8-Dimethylallylnaringenin||8-Prenylnaringenin||Flavaprenin	
C18024	MNXM2250		cpd18007	CPD-9442	Leachianone G||(-)-(2S)-2'-Hydroxy-8-dimethylallylnaringenin||(-)-(2S)-5,7-Dihydroxy-8-(2-hydroxy-3-methylbut-2-enyl)-2-(4-hydroxyphenyl)chroman-4-one	
C18025	MNXM733721		cpd18008	CPD-4981	(+)-Menthofuran||(R)-Menthofuran	
C18026	MNXM1104259	ethmalcoa	cpd18009	CPD-9406	(2S)-Ethylmalonyl-CoA||(S)-Ethylmalonyl-CoA||Ethylmalonyl coenzyme A||Ethylmalonyl-CoA	
C18027	MNXM2893		cpd18010|cpd18048|cpd22210	7-isopropyl-4-methyloxepan-2-ones|CPD-10107	(4R,7S)-7-Isopropyl-4-methyloxepan-2-one||(4R,7S)-4-Methyl-7-(1-methylethyl)-2-oxepanone||Mentholactone	kegg(2),seed(3),metacyc(2)
C18028	MNXM16902		cpd18011	CPD-24866	L-Fucono-1,5-lactone	
C18029	MNXM11450		cpd18012		dTDP-3-oxo-2,6-dideoxy-D-glucose||dTDP-(2,6-dideoxy-alpha-D-erythro-hexopyranos-3-ulos-1-yl) ester	
C18030	MNXM11445		cpd18013		dTDP-2,6-dideoxy-D-kanosamine||dTDP-(3-amino-2,3,6-trideoxy-alpha-D-arabino-hexopyranosyl) ester	
C18031	MNXM17436		cpd18014		dTDP-D-angolosamine	
C18032	MNXM7332		cpd18015	CPD-13382	dTDP-4-oxo-2,3,6-trideoxy-D-glucose||dTDP-4-dehydro-2,3,6-trideoxy-alpha-D-hexopyranose||dTDP-[(2R,6R)-tetrahydro-6-methyl-5-oxo-2H-pyran-2-yl] ester	
C18033	MNXM7329		cpd18016	CPD-13383	dTDP-4-amino-2,3,4,6-tetradeoxy-D-glucose||dTDP-4-amino-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose||dTDP-[(2R,5S,6R)-5-aminotetrahydro-6-methyl-2H-pyran-2-yl] ester	
C18034	MNXM11460		cpd18017	CPD-13384	dTDP-D-forosamine||dTDP-4-(dimethylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose||dTDP-[(2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl] ester||dTDP-alpha-D-forosamine	
C18035	MNXM722972		cpd18018|cpd24111	CPD-13970	dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose||dTDP-(2,6-dideoxy-3-C-methyl-alpha-D-threo-hexopyranos-4-ulos-1-yl) ester	seed(2)
C18036	MNXM1367199				Strigolactone ABC-rings	
C18037	MNXM10301		cpd18020|cpd30776	CPD-14652	5-Deoxystrigol	seed(2)
C18038	MNXM10439		cpd18021		7alpha-Hydroxypregnenolone||3beta,7alpha-Dihydroxy-5-pregnen-20-one	
C18039	MNXM726397		cpd18022		Aldosterone hemiacetal||11beta,18-Epoxy-18,21-dihydroxypregn-4-ene-3,20-dione	
C18040	MNXM163690		cpd18023		5alpha-Dihydrodeoxycorticosterone||5alpha-Pregnan-21-ol-3,20-dione||Allopregnane-21-ol-3,20-dione	
C18041	MNXM164167		cpd18024		5alpha-Pregnan-20alpha-ol-3-one||Allopregnan-20alpha-ol-3-one	
C18042	MNXM163216		cpd18025		5alpha-Pregnane-3alpha,20alpha-diol||Allopregnane-3alpha,20alpha-diol	
C18044	MNXM732771	prgnlones	cpd18027	CPD-21809	3beta-Hydroxypregn-5-en-20-one sulfate||Pregnenolone sulfate	
C18046	MNXM10823		cpd18029		Biotinyl-[protein]||Biotin protein of malonate decarboxylase	
C18047	MNXM10886		cpd18030		Carboxybiotinyl-[protein]	
C18048	MNXM4679		cpd18031	CPD-10483	N-Succinyl-L-citrulline	
C18049	MNXM4056		cpd18032	Acyl-homoserine-lactones	N-Acyl-L-homoserine lactone	
C18050	MNXM1914		cpd18033	CPD-10683	beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate||Mannosylfructose 6-phosphate	
C18051	MNXM735087		cpd18034	CPD-9445	Chrysanthemyl diphosphate	
C18052	MNXM5198		cpd18035	CPD-9443	Lavandulyl diphosphate	
C18053	MNXM736977		cpd18036	CPD-9441	Sophoraflavanone G	
C18054	MNXM2042		cpd17073|cpd18037	CPD-9517	2-Amino-2-deoxyisochorismate||(2S)-2-Amino-4-deoxychorismate||(2S,3S)-3-(1-Carboxyvinyloxy)-2,3-dihydroanthranilate	seed(2)
C18055	MNXM1105798	acgam1p	cpd18038|cpd19031|cpd27612	N-ACETYL-D-GLUCOSAMINE-1-P|N-acetyl-a-D-hexosamine-1-phosphates	N-Acetyl-alpha-D-hexosamine 1-phosphate	kegg(3),seed(3),metacyc(2)
C18056	MNXM63728		cpd18039		N-Desmethylzolmitriptan||183C91	
C18058	MNXM34087		cpd18041		1D-myo-Inositol bisdiphosphate tetrakisphosphate	
C18059	MNXM2005		cpd18042	CPD-10740	CDP-2,3-bis-(O-geranylgeranyl)-sn-glycerol	
C18060	MNXM1105799	acgal1p	cpd15390	CPD-7246	N-Acetyl-alpha-D-galactosamine 1-phosphate	
C18062	MNXM730523		cpd18045|cpd24056	CPD-13812	TRIBOA-glucoside||(2R)-4,7-Dihydroxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl beta-D-glucopyranoside||2,4,7-Trihydroxy-1,4-benzoxazin-3-one-glucoside||2,4,7-Trihydroxy-2H-1,4-benzoxazin-3(4H)-one-glucoside	seed(2)
C18063	MNXM1371496			CPD-14963	C-13(2)-Carboxypyropheophorbide a||C-13(2)-Carboxylpyropheophorbide a	
C18064	MNXM733061		cpd18047	CPD-10296	Pyropheophorbide a	
C18066	MNXM2893		cpd18010|cpd18048|cpd22210	7-isopropyl-4-methyloxepan-2-ones|CPD-10107	7-Isopropyl-4-methyloxepan-2-one	kegg(2),seed(3),metacyc(2)
C18067	MNXM2890		cpd18049|cpd22186|cpd32610	6-Hydroxy-37-dimethyloctanoate|CPD-15179	6-Hydroxy-3,7-dimethyloctanoate||6-Hydroxy-3,7-dimethyloctanoic acid	seed(3),metacyc(2)
C18068	MNXM3543		cpd18050	CPD-10684	beta-D-Fructofuranosyl-alpha-D-mannopyranoside||Mannosylfructose	
C18069	MNXM1372237		cpd18051	CPD-12212	N1,N5,N10-Tricoumaroyl spermidine	
C18070	MNXM1370654		cpd18052	CPD-12213	N1,N5,N10-Tricaffeoyl spermidine	
C18071	MNXM1370656		cpd18053	CPD-12214	N1,N5,N10-Triferuloyl spermidine	
C18072	MNXM1372239		cpd18054	CPD-11667	N1,N5,N10-Tri(hydroxyferuloyl) spermidine	
C18073	MNXM12320		cpd18055		N1,N5-Di(hydroxyferuloyl)-N10-sinapoyl spermidine	
C18075	MNXM738759		cpd18056	CPD-23965	11beta,17beta-Dihydroxy-4-androsten-3-one||11beta-Hydroxytestosterone	
C18076	MNXM4772	5pg35pg	cpd18057	L-DI-GMP	5'-Phosphoguanylyl(3'->5')guanosine	
C18077	MNXM531900		cpd18058		Methylenedioxycinnamic acid||MDCA	
C18078	MNXM43087		cpd18059		Ayapin	
C18079	MNXM58306		cpd18060	CPD-14453	Isoscopoletin	
C18080	MNXM20099		cpd18061	CPD-9838	Osthenol	
C18081	MNXM12952		cpd18062	CPD-9837	Sphondin	
C18082	MNXM57825		cpd18063		Isobergapten	
C18083	MNXM104295		cpd18064	CPD-8192	Demethylsuberosin||7-Demethylsuberosin	
C18084	MNXM57826		cpd18065		Isobergaptol	
C18085	MNXM38710		cpd18066		6-Hydroxyangelicin||Heratomol	
C18086	MNXM34227		cpd18067		2'-Hydroxy caffeic acid	
C18087	MNXM34233		cpd18068		2'-Hydroxyferulic acid	
C18088	MNXM34229		cpd18069		2'-Hydroxy-MDCA	
C18089	MNXM34165		cpd18070		2',4'-Dihydroxycinnamic acid	
C18091	MNXM1364199				Ethylnitronate	
C18093	MNXM57645		cpd19364		Iopodic acid	
C18094	MNXM731135		cpd19365	CPD-12511	UDP-L-arabinofuranose||UDP-beta-L-arabinofuranose	
C18095	MNXM49003		cpd19366		Deltorphin B||Deltorphin II	
C18096	MNXM736394				D-Allulose 6-phosphate	
C18097	MNXM49004		cpd19367		Deltorphin C||Deltorphin I	
C18098	MNXM736881				Primary fluorescent chlorophyll catabolite	
C18099	MNXM32055		cpd19369		1,2,3,7,8-Pentachlorodibenzodioxin||1,2,3,7,8-PeCDD||1,2,3,7,8-Pentachlorodibenzo-p-dioxin||PCDD 54	
C18100	MNXM32038		cpd19370		1,2,3,4,7,8-Hexachlorodibenzodioxin||1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin||1,2,3,4,7,8-HxCDD||PCDD 66	
C18101	MNXM32051		cpd19371		1,2,3,6,7,8-Hexachlorodibenzodioxin||1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin||1,2,3,6,7,8-HxCDD||PCDD 67	
C18102	MNXM32053		cpd19372		1,2,3,7,8,9-Hexachlorodibenzodioxin||1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin||1,2,3,7,8,9-HxCDD||PCDD 70	
C18103	MNXM32034		cpd19373		1,2,3,4,6,7,8-Heptachlorodibenzodioxin||1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin||1,2,3,4,6,7,8-HpCDD||PCDD 73	
C18104	MNXM34398		cpd19374		2,3,7,8-Tetrachlorodibenzofuran||2,3,7,8-TCDF||PCDF 83	
C18105	MNXM32056		cpd19375		1,2,3,7,8-Pentachlorodibenzofuran||1,2,3,7,8-PeCDF||PCDF 94	
C18106	MNXM34378		cpd19376		2,3,4,7,8-Pentachlorodibenzofuran||2,3,4,7,8-PeCDF||PCDF 114	
C18107	MNXM32039		cpd19377		1,2,3,4,7,8-Hexachlorodibenzofuran||1,2,3,4,7,8-HxCDF||PCDF 118	
C18108	MNXM32054		cpd19378		1,2,3,7,8,9-Hexachlorodibenzofuran||1,2,3,7,8,9-HxCDF||PCDF 124	
C18109	MNXM32052		cpd19379		1,2,3,6,7,8-Hexachlorodibenzofuran||1,2,3,6,7,8-HxCDF||PCDF 121	
C18110	MNXM34377		cpd19380		2,3,4,6,7,8-Hexachlorodibenzofuran||2,3,4,6,7,8-HxCDF||PCDF 130	
C18111	MNXM32035		cpd19381		1,2,3,4,6,7,8-Heptachlorodibenzofuran||1,2,3,4,6,7,8-HpCDF||PCDF 131	
C18112	MNXM32037		cpd19382		1,2,3,4,7,8,9-Heptachlorodibenzofuran||1,2,3,4,7,8,9-HpCDF||PCDF 134	
C18113	MNXM32033		cpd19383		1,2,3,4,6,7,8,9-Octachlorodibenzofuran||OCDF||Octachlorodibenzofuran||PCDF 135	
C18114	MNXM36014		cpd19384		3,4,4',5-Tetrachlorobiphenyl||PCB 81	
C18115	MNXM36016		cpd19385		3,4,5,3',4',5'-Hexachlorobiphenyl||PCB 169	
C18116	MNXM34369		cpd19386		2,3,4,3',4'-Pentachlorobiphenyl||PCB 105	
C18117	MNXM34370		cpd19387		2,3,4,4',5-Pentachlorobiphenyl||PCB 114	
C18118	MNXM34357		cpd19388		2,3',4,4',5-Pentachlorobiphenyl||PCB 118	
C18119	MNXM34355		cpd19389		2,3',4,4',5'-Pentachlorobiphenyl||PCB 123	
C18120	MNXM34366		cpd19390		2,3,3',4,4',5-Hexachlorobiphenyl||PCB 156	
C18121	MNXM34364		cpd19391		2,3,3',4,4',5'-Hexachlorobiphenyl||PCB 157	
C18122	MNXM34356		cpd19392		2,3',4,4',5,5'-Hexachlorobiphenyl||PCB 167	
C18123	MNXM34365		cpd19393		2,3,3',4,4',5,5'-Heptachlorobiphenyl||PCB 189	
C18124	MNXM1108305		cpd19394		Endrin	
C18125	MNXM1108065				1-Acyl-sn-glycero-3-phosphoserine||1-Acyl-2-lyso-phosphatidylserine	
C18126	MNXM1107172				1-Acyl-sn-glycero-3-phosphoglycerol	
C18127	MNXM1369516		cpd19397		beta-Funaltrexamine||beta-FNA	
C18128	MNXM737772		cpd19398		Naltrindole||NTI	
C18129	MNXM733507		cpd19399		Monolysocardiolipin||MLCL	
C18130	MNXM737760		cpd19400		Norbinaltorphimine||norBNI	
C18131	MNXM3841		cpd12785|cpd19401	CPD-9318	Geranyl-hydroxybenzoate	seed(2)
C18132	MNXM3829		cpd19402	CPD-9320	3''-Hydroxy-geranylhydroquinone||3''-Hydroxygeranylhydroquinone	
C18133	MNXM7276		cpd19403	CPD-9321	Deoxyshikonin	
C18134	MNXM17285		cpd19404		Dihydroechinofuran	
C18135	MNXM11387		cpd19405		Dihydroshikonofuran	
C18137	MNXM34285		cpd19407		2,2',4,4',5,5'-Hexabromodiphenyl ether||BDE 153	
C18138	MNXM34287		cpd19408		2,2',4,4',5,6'-Hexabromodiphenyl ether||BDE 154||PBDE 154	
C18139	MNXM34275		cpd19409		2,2',3,3',4',5,6'-Heptabromodiphenyl ether||1,2,3,5-Tetrabromo-4-(2,3,5-tribromophenoxy)-benzene||BDE 175	
C18140	MNXM34283		cpd19410		2,2',3,4,4',5',6-Heptabromodiphenyl ether||1,2,3,5-Tetrabromo-4-(2,4,5-tribromophenoxy)-benzene||BDE 183	
C18141	MNXM73137		cpd19411		Pentachlorobenzene||1,2,3,4,5-Pentachlorobenzene||PCB	
C18142	MNXM725169		cpd19412		Perfluorooctanesulfonic acid||PFOS||Perfluorooctylsulfonic acid	
C18143	MNXM73365		cpd19413		Perfluorooctylsulfonyl fluoride	
C18144	MNXM61956		cpd19414		Metiram	
C18146	MNXM66125		cpd19416		Oxychlordane	
C18147	MNXM52579		cpd19417		Esfenvalerate	
C18148	MNXM65272		cpd19418		Octachlorostyrene	
C18150	MNXM45032		cpd19420		n-Butylbenzene	
C18151	MNXM1107679		cpd19421		7(1)-Hydroxychlorophyll a||7-Hydroxymethylchlorophyll a	
C18152	MNXM725997		cpd19422		3-Vinylbacteriochlorophyllide a||3-Deacetyl-3-vinylbacteriochlorophyllide a	
C18153	MNXM740451		cpd19423		3-Hydroxyethylbacteriochlorophyllide a||3-Deacetyl-3-(1-hydroxyethyl)bacteriochlorophyllide a	
C18154	MNXM1108427		cpd19424		3-Hydroxyethylchlorophyllide a||3-Devinyl-3-(1-hydroxyethyl)chlorophyllide a	
C18155	MNXM726543		cpd19425		Bacteriochlorophyllide a	
C18156	MNXM726546		cpd19426		Bacteriochlorophyllide b	
C18157	MNXM726001		cpd19427		8-Ethyl-12-methyl-3-vinylbacteriochlorophyllide d	
C18158	MNXM739329		cpd19428		17-Oxosparteine	
C18159	MNXM77740		cpd19429		Polyplatillen	
C18160	MNXM740729				Bacteriochlorophyllide d	
C18161	MNXM726550				Bacteriochlorophyllide c	
C18162	MNXM730202				Bacteriochlorophyll d	
C18163	MNXM730203				Bacteriochlorophyll c	
C18164	MNXM737189		cpd19434		Deoxymiroestrol	
C18165	MNXM52234		cpd19435	CPD-24410	Enterolactone	
C18166	MNXM52233		cpd19436	CPD-24411	Enterodiol	
C18168	MNXM726815		cpd19438		Diacylglycerylhomoserine||DGHS	
C18169	MNXM731650		cpd19439		Diacylglyceryl-N,N,N-trimethylhomoserine||DGTS	
C18170	MNXM771	3aap	cpd19440	CPD-10687	3-Acetamidopropanal	
C18171	MNXM740392		cpd19441	CPD66-57	Resolvin E1||5S,12R,18R-Trihydroxy-6Z,8E,10E,14Z,16E-eicosapentaenoic acid	
C18172	MNXM741438				Carboxyspermidine||2-Amino-4-[(4-aminobutyl)amino]-butanoic acid	
C18173	MNXM80717		cpd19443	CPD66-58	Resolvin E2||5S,18R-Dihydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid	
C18174	MNXM6202		cpd19444	CPD-9995	Carboxynorspermidine	
C18175	MNXM739727		cpd19445		5,6-Epoxy-18R-HEPE||5,6-Epoxy,18R-hydroxy-7E,9E,11Z,14Z,16E-eicosapentaenoic acid	
C18176	MNXM162725		cpd19446	CPD66-69	5S-Hydroperoxy-18R-HEPE||5S-Hydroperoxy-18R-hydroxy-6E,8Z,11Z,14Z,16E-eicosapentaenoic acid	
C18177	MNXM730433	CE7090	cpd19447	CPD66-68	18R-HEPE||18R-Hydroxy-5Z,8Z,11Z,14Z,16E-eicosapentaenoic acid	
C18178	MNXM740385		cpd19448	CPD66-64	Resolvin D1||7S,8R,17S-Trihydroxydocosa-4Z,9E,11E,13Z,15E,19Z-hexaenoic acid	
C18179	MNXM740390		cpd19449	CPD66-65	Resolvin D2	
C18180	MNXM32032		cpd19450		1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin||OCDD||Octachlorodibenzo-p-dioxin||PCDD 75	
C18181	MNXM738173				Growth hormone||GH||Somatotropin	
C18183	MNXM60523		cpd19453		Luteinizing hormone||ICSH||Interstitial cell stimulating hormone||LH	
C18184	MNXM53739		cpd19454		Follicle stimulating hormone||FSH||Follitropin	
C18185	MNXM46620		cpd19455		Chorionic gonadotropin	
C18186	MNXM54774		cpd19456		Gastrin-14||Minigastrin	
C18187	MNXM54776		cpd19457		Gastrin-34||Big gastrin	
C18188	MNXM59900		cpd19458		Leptin	
C18189	MNXM40320		cpd19459		Adiponectin	
C18190	MNXM80697		cpd19460		Resistin	
C18191	MNXM8020		cpd19461	DIGLUCO-DOCOSANOATE	13-Sophorosyloxydocosanoic acid	
C18193	MNXM1372124		cpd19463		Vitamin D5||(5Z,7E)-9,10-Secostigmasta-5,7,10(19)-trien-3beta-ol	
C18195	MNXM733849		cpd19464|cpd24299	CPD-14329	(3R)-11-cis-3-Hydroxyretinal	seed(2)
C18196	MNXM163625		cpd19465|cpd24301	CPD-14334	(3R)-all-trans-3-Hydroxyretinal	seed(2)
C18197	MNXM66155		cpd19466		Oxyntomodulin	
C18198	MNXM78080		cpd19467		Proadrenomedullin N-terminal 20 peptide||PAMP20	
C18200	MNXM52561	epo	cpd19469		Erythropoietin||EPO	
C18201	MNXM78139		cpd19470		Prolactin||PRL	
C18202	MNXM6140		cpd19471	CPD-9329	8-Methyl-6-nonenoic acid	
C18203	MNXM34288		cpd19472		2,2',4,4',5-Pentabromodiphenyl ether||BDE 99||PBDE 99	
C18204	MNXM34295		cpd19473		2,2',4,5'-Tetrabromodiphenyl ether||BDE 49||PBDE 49	
C18205	MNXM34292		cpd19474	CPD-20555	2,2',4,4'-Tetrabromodiphenyl ether||BDE 47||PBDE 47	
C18206	MNXM46914		cpd19475		cis-11-Methyl-2-dodecenoic acid	
C18208	MNXM40198		cpd19476		Activin AB	
C18209	MNXM40199		cpd19477		Activin B	
C18210	MNXM77032		cpd19478		Placental lactogen||Chorionic somatomammotropin hormone||PL	
